gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	transcript_ID
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	31.348	638	309	16	52	1839	721	1271	9.84E-77	287	Phel_contig_25
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	32.948	519	296	16	355	1839	1085	1575	6.18E-58	226	Phel_contig_25
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	40.755	265	141	8	1057	1839	712	964	9.68E-47	189	Phel_contig_25
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	27.858	621	324	23	52	1734	1027	1583	3.90E-42	174	Phel_contig_25
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	30.808	396	232	14	919	2052	361	732	4.82E-39	164	Phel_contig_25
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	36.97	165	93	2	184	678	510	663	3.24E-26	122	Phel_contig_25
g23229.t1	394.773467	-1.757157805	0.385573595	-4.557256581	5.18E-06	5.37E-05	420	668	438	141	297	289	527	255	149	176	152	666	210	506	sp	Q9DCT5	SDF2_MOUSE	61.582	177	68	0	112	642	24	200	5.15E-75	228	Phel_contig_224
g23285.t1	276.6123985	-1.081216426	0.205088023	-5.271962793	1.35E-07	2.20E-06	342	284	260	176	271	277	237	240	184	232	180	532	252	273	sp	Q9V3H2	PSDE_DROME	86.495	311	39	1	1	933	1	308	0	566	Phel_contig_14520
g23349.t1	1004.308589	-2.456305407	0.417753166	-5.879800823	4.11E-09	9.73E-08	2077	2432	544	353	755	831	1485	319	200	235	522	1209	509	548	sp	Q6PCJ9	PPT2A_XENLA	58.209	268	109	3	175	969	29	296	7.53E-115	337	Phel_contig_671
g23422.t1	225.1904738	-5.483842724	1.20168215	-4.563471901	5.03E-06	5.24E-05	16	13	6	12	2642	16	4	3	23	0	23	458	19	2	sp	Q761V0	SC6A5_MOUSE	49.068	644	286	6	4	1929	167	770	0	618	Phel_contig_916
g23485.t1	118.5692515	2.752799343	0.347973429	7.910946978	2.55E-15	2.22E-13	30	20	186	336	67	34	13	340	164	240	251	11	286	13	sp	Q99943	PLCA_HUMAN	38.095	252	146	2	91	846	25	266	1.82E-46	160	Phel_contig_19889
g23489.t1	1163.963089	-4.518027785	0.971030512	-4.652817527	3.27E-06	3.59E-05	19	20	54	45	6025	2259	59	30	126	155	346	1116	38	4746	sp	Q96RW7	HMCN1_HUMAN	29.752	242	156	4	85	810	81	308	1.41E-23	111	Phel_contig_11
g23489.t1	1163.963089	-4.518027785	0.971030512	-4.652817527	3.27E-06	3.59E-05	19	20	54	45	6025	2259	59	30	126	155	346	1116	38	4746	sp	Q96RW7	HMCN1_HUMAN	29.752	242	156	4	85	810	81	308	1.41E-23	111	Phel_contig_3782
g23489.t1	1163.963089	-4.518027785	0.971030512	-4.652817527	3.27E-06	3.59E-05	19	20	54	45	6025	2259	59	30	126	155	346	1116	38	4746	sp	Q96RW7	HMCN1_HUMAN	29.752	242	156	4	85	810	81	308	1.41E-23	111	Phel_contig_4813
g23489.t1	1163.963089	-4.518027785	0.971030512	-4.652817527	3.27E-06	3.59E-05	19	20	54	45	6025	2259	59	30	126	155	346	1116	38	4746	sp	Q96RW7	HMCN1_HUMAN	29.752	242	156	4	85	810	81	308	1.41E-23	111	Phel_contig_634
g23489.t1	1163.963089	-4.518027785	0.971030512	-4.652817527	3.27E-06	3.59E-05	19	20	54	45	6025	2259	59	30	126	155	346	1116	38	4746	sp	Q96RW7	HMCN1_HUMAN	29.752	242	156	4	85	810	81	308	1.41E-23	111	Phel_contig_8725
g23509.t1	27819.86995	-5.378534997	0.647089279	-8.311890145	9.42E-17	1.03E-14	45406	21464	4085	206	12761	21542	76009	765	2038	1785	791	50629	770	47449	sp	Q00685	CO3_LETCA	27.029	1639	991	47	13	4689	1	1514	1.14E-146	498	Phel_contig_3127
g23513.t2	117.3245654	-1.504992935	0.538951903	-2.792443867	0.005231154	0.018814763	55	134	64	128	184	213	132	43	62	97	24	14	119	231	sp	P41234	ABCA2_MOUSE	46.53	2536	1143	44	1	7458	1	2373	0	2089	Phel_contig_3651
g2354.t1	1058.026573	-1.580880623	0.32043232	-4.933586663	8.07E-07	1.05E-05	1275	1257	826	518	975	830	1479	655	683	804	451	1780	510	1196	sp	P11387	TOP1_HUMAN	72.432	555	153	0	1432	3096	211	765	0	838	Phel_contig_6396
g23578.t1	1838.760897	-1.935812126	0.444339684	-4.356604179	1.32E-05	0.000120072	1550	1110	1367	394	1594	3288	1754	882	1145	1273	493	1869	795	5346	sp	P15104	GLNA_HUMAN	67.039	358	118	0	13	1086	6	363	0	541	Phel_contig_3591
g236.t1	325.4067817	-0.881644764	0.253902344	-3.472377407	0.000515871	0.002708486	383	405	422	210	269	320	231	234	185	324	261	530	310	349	sp	P00428	COX5B_BOVIN	43.75	96	52	2	67	351	28	122	2.63E-24	93.2	Phel_contig_4083
g2361.t1	1538.470534	-2.087262474	0.341536944	-6.111381247	9.88E-10	2.76E-08	1872	949	1154	531	3376	1792	1886	878	664	779	388	2873	510	1838	sp	Q13951	PEBB_HUMAN	61.224	147	55	1	1	441	1	145	3.57E-64	199	Phel_contig_194
g2361.t2	1756.417005	-2.282312697	0.334744579	-6.818072157	9.23E-12	4.12E-10	2897	1466	1239	547	3270	2448	1987	1003	878	470	301	2900	618	2111	sp	Q13951	PEBB_HUMAN	61.224	147	55	1	1	441	1	145	1.64E-64	199	Phel_contig_194
g23709.t1	3075.59934	1.989640439	0.424285522	4.689390362	2.74E-06	3.09E-05	2278	1441	5806	6050	524	1125	651	4526	4660	6284	5572	1157	10437	153	sp	Q5VVW2	GARL3_HUMAN	46.735	490	228	10	1	1407	402	879	5.63E-136	429	Phel_contig_6250
g23709.t2	1416.604834	2.558151572	0.459299309	5.569683037	2.55E-08	5.00E-07	690	429	2078	3554	251	296	357	2245	2092	4536	2529	229	3993	45	sp	Q5VVW2	GARL3_HUMAN	46.83	489	228	9	1	1404	402	879	8.50E-138	433	Phel_contig_6250
g23727.t1	632.212874	-0.87370453	0.191598132	-4.560088984	5.11E-06	5.32E-05	807	575	572	695	696	660	524	666	523	451	427	905	487	623	sp	Q6DRC4	EIF3G_DANRE	55.102	294	123	7	1	864	1	291	1.54E-99	296	Phel_contig_7615
g23844.t1	610.7617508	-2.68071655	0.70800875	-3.786276017	0.000152922	0.000987528	86	46	195	179	288	604	693	178	173	182	145	575	428	3341	sp	P28175	CFC_TACTR	31.118	331	190	11	793	1755	713	1015	4.41E-31	133	Phel_contig_2389
g23877.t1	1824.975349	-3.486037692	0.352716369	-9.883402074	4.91E-23	1.46E-20	2819	1851	322	217	3267	1929	2802	328	331	711	281	2399	322	3606	sp	Q6IP59	CTL2_XENLA	43.733	750	366	16	22	2232	2	708	0	555	Phel_contig_14379
g23897.t1	122.8062122	-2.618371803	0.836135684	-3.13151544	0.001739066	0.007539269	677	43	13	42	220	133	31	98	77	0	47	235	18	14	sp	Q3SYW2	CO2_BOVIN	30.631	444	261	15	628	1869	32	458	2.02E-48	185	Phel_contig_1529
g23904.t1	8262.695758	-2.791799307	0.449077903	-6.216737201	5.08E-10	1.51E-08	19254	14484	1910	1574	2934	5134	14097	2836	2098	3326	2936	7626	3404	12694	sp	Q3SYW2	CO2_BOVIN	27.284	777	430	31	673	2778	25	741	3.77E-60	223	Phel_contig_1529
g23908.t1	83.23317054	1.073079749	0.214995803	4.991166021	6.00E-07	8.06E-06	66	55	126	171	61	54	19	150	108	120	131	31	180	37	sp	Q8BZQ7	ANC2_MOUSE	45.788	819	396	16	28	2403	37	834	0	679	Phel_contig_10160
g23986.t1	1035.226313	-3.078859269	0.235706736	-13.06224557	5.41E-39	7.91E-36	1476	892	184	206	2527	1175	1111	284	310	268	306	2487	339	1441	sp	Q91VS7	MGST1_MOUSE	46.479	142	70	1	25	432	8	149	7.32E-40	134	Phel_contig_2658
g24000.t1	145.7191016	1.09407775	0.450110849	2.430685136	0.015070305	0.044691323	25	22	89	218	88	143	34	277	374	333	144	167	274	106	sp	A0JP86	LAMC1_XENTR	42.83	1590	844	15	124	4767	24	1590	0	1295	Phel_contig_10438
g2401.t1	594.3912932	-0.993159686	0.165636671	-5.996013311	2.02E-09	5.24E-08	552	594	473	446	663	678	528	451	441	498	430	1088	729	562	sp	O75351	VPS4B_HUMAN	69.321	427	122	2	13	1281	7	428	0	567	Phel_contig_1649
g24024.t1	114.7115554	-3.560873505	0.592211875	-6.012837057	1.82E-09	4.80E-08	97	6	23	22	627	131	47	21	14	22	20	269	36	204	sp	Q9W539	HR4_DROME	79.545	88	18	0	427	690	919	1006	3.01E-45	171	Phel_contig_17964
g24035.t1	591.5728054	-1.943913686	0.426303079	-4.559933492	5.12E-06	5.32E-05	273	740	244	390	767	380	1272	285	225	420	229	873	298	572	sp	Q3ZCC3	TRAF6_BOVIN	32.367	207	126	5	31	651	62	254	9.08E-29	115	Phel_contig_10324
g24081.t1	8229.748015	-2.337896078	0.565605391	-4.133440232	3.57E-05	0.000286557	14687	14046	8863	834	4528	7543	12619	1330	1706	5257	2089	11860	1712	9697	sp	Q90593	BIP_CHICK	85.714	609	86	1	103	1926	24	632	0	959	Phel_contig_1544
g24110.t1	443.2680121	-1.402375432	0.306313987	-4.578228522	4.69E-06	4.94E-05	541	521	352	307	420	455	536	419	276	96	303	574	368	551	sp	Q5R8Z8	RAB14_PONAB	90.233	215	21	0	1	645	1	215	6.43E-147	410	Phel_contig_1604
g24120.t1	74.716013	1.576509263	0.225520818	6.990526527	2.74E-12	1.33E-10	44	26	109	130	46	31	12	145	107	179	112	30	197	38	sp	Q8WX92	NELFB_HUMAN	55.615	374	158	4	1	1098	207	580	5.88E-122	367	Phel_contig_17308
g24133.t1	15.83849818	-1.06197273	0.408856975	-2.597418646	0.009392737	0.030588405	17	7	7	4	20	27	8	16	15	20	8	26	20	26	sp	Q96DM1	PGBD4_HUMAN	37.548	522	286	20	229	1707	75	585	4.06E-96	308	Phel_contig_20850
g24133.t1	15.83849818	-1.06197273	0.408856975	-2.597418646	0.009392737	0.030588405	17	7	7	4	20	27	8	16	15	20	8	26	20	26	sp	Q96DM1	PGBD4_HUMAN	37.548	522	286	20	229	1707	75	585	4.06E-96	308	Phel_contig_24842
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	33.042	4343	2602	95	1372	13743	1380	5635	0	2138	Phel_contig_11
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	33.042	4343	2602	95	1372	13743	1380	5635	0	2138	Phel_contig_3782
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	33.042	4343	2602	95	1372	13743	1380	5635	0	2138	Phel_contig_4813
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	33.042	4343	2602	95	1372	13743	1380	5635	0	2138	Phel_contig_634
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	33.042	4343	2602	95	1372	13743	1380	5635	0	2138	Phel_contig_8725
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	33.776	3618	2255	71	148	10692	39	3618	0	1821	Phel_contig_11
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	33.776	3618	2255	71	148	10692	39	3618	0	1821	Phel_contig_3782
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	33.776	3618	2255	71	148	10692	39	3618	0	1821	Phel_contig_4813
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	33.776	3618	2255	71	148	10692	39	3618	0	1821	Phel_contig_634
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	33.776	3618	2255	71	148	10692	39	3618	0	1821	Phel_contig_8725
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	31.668	1301	831	33	1357	5175	3261	4531	2.86E-152	541	Phel_contig_11
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	31.668	1301	831	33	1357	5175	3261	4531	2.86E-152	541	Phel_contig_3782
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	31.668	1301	831	33	1357	5175	3261	4531	2.86E-152	541	Phel_contig_4813
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	31.668	1301	831	33	1357	5175	3261	4531	2.86E-152	541	Phel_contig_634
g24151.t1	333.0771002	-4.81126718	1.21561334	-3.957892712	7.56E-05	0.00054848	92	122	49	0	567	514	603	119	26	0	0	924	0	810	sp	Q96RW7	HMCN1_HUMAN	31.668	1301	831	33	1357	5175	3261	4531	2.86E-152	541	Phel_contig_8725
g24163.t1	1355.884484	-1.515875689	0.405867132	-3.734906249	0.000187785	0.001175581	1239	1509	856	748	658	876	2587	774	796	1106	756	1744	973	1713	sp	Q13905	RPGF1_HUMAN	61.598	388	144	4	1999	3156	687	1071	1.97E-145	466	Phel_contig_4404
g2443.t1	25.46562408	1.886597485	0.401153641	4.70292998	2.56E-06	2.92E-05	14	6	39	44	16	16	0	36	30	64	72	6	64	10	sp	Q06136	KDSR_HUMAN	49.511	307	152	2	22	939	23	327	1.75E-108	322	Phel_contig_12690
g2443.t2	25.46562408	1.886597485	0.401153641	4.70292998	2.56E-06	2.92E-05	14	6	39	44	16	16	0	36	30	64	72	6	64	10	sp	Q06136	KDSR_HUMAN	49.511	307	152	2	22	939	23	327	1.75E-108	322	Phel_contig_12690
g2447.t1	2075.319565	-3.01403512	0.470221092	-6.409825448	1.46E-10	5.00E-09	3272	2439	841	153	921	2305	3693	368	791	542	525	2565	616	4423	sp	Q2HJ57	COTL1_BOVIN	47.183	142	70	2	1	426	1	137	1.41E-35	123	Phel_contig_2365
g2452.t1	986.6835963	1.751972775	0.596171514	2.938705947	0.003295856	0.012880769	798	59	479	2408	252	915	81	2343	1542	4117	1120	247	724	465	sp	P49013	FBP3_STRPU	41.085	129	73	2	199	585	445	570	2.73E-25	106	Phel_contig_17485
g2452.t1	986.6835963	1.751972775	0.596171514	2.938705947	0.003295856	0.012880769	798	59	479	2408	252	915	81	2343	1542	4117	1120	247	724	465	sp	P49013	FBP3_STRPU	41.085	129	73	2	199	585	445	570	2.73E-25	106	Phel_contig_196
g2453.t1	17.80091203	-3.089722941	1.206563082	-2.560763699	0.010444237	0.033370372	0	4	9	1	2	57	1	6	12	0	2	15	0	109	sp	Q9WTR6	XCT_MOUSE	49.471	473	237	2	58	1473	29	500	8.64E-156	455	Phel_contig_7815
g2456.t1	31.59311944	-3.788878106	1.452223097	-2.609019312	0.009080212	0.029802953	1	0	17	0	6	87	1	0	5	10	0	3	1	239	sp	Q9WTR6	XCT_MOUSE	47.689	476	245	3	25	1443	26	500	1.03E-137	409	Phel_contig_7815
g2468.t1	819.7927497	-1.876103262	0.441313296	-4.251182274	2.13E-05	0.00018085	246	930	240	520	1427	987	799	178	194	394	521	1308	1219	1772	sp	Q8R151	ZNFX1_MOUSE	43.643	1054	504	19	3316	6351	897	1902	0	833	Phel_contig_10256
g2468.t1	819.7927497	-1.876103262	0.441313296	-4.251182274	2.13E-05	0.00018085	246	930	240	520	1427	987	799	178	194	394	521	1308	1219	1772	sp	Q8R151	ZNFX1_MOUSE	29.899	495	309	13	580	1989	75	556	2.67E-51	204	Phel_contig_10256
g2468.t1	819.7927497	-1.876103262	0.441313296	-4.251182274	2.13E-05	0.00018085	246	930	240	520	1427	987	799	178	194	394	521	1308	1219	1772	sp	Q8R151	ZNFX1_MOUSE	42.991	214	97	8	2446	3027	573	781	4.91E-35	151	Phel_contig_10256
g2476.t1	154.4215494	-2.234122314	0.328014897	-6.811039175	9.69E-12	4.31E-10	132	139	74	52	229	194	273	67	39	51	89	205	101	215	sp	Q5RE48	AKTIP_PONAB	52.824	301	119	4	1	894	7	287	2.19E-105	311	Phel_contig_7002
g2493.t1	297.6905059	-1.085735305	0.205436596	-5.285014083	1.26E-07	2.06E-06	327	355	265	234	280	419	201	181	176	167	266	614	389	258	sp	Q9PTW9	PSA7_CARAU	86.758	219	29	0	4	660	3	221	7.85E-135	383	Phel_contig_6632
g2494.t1	1011.458543	3.362076546	0.619136494	5.430267117	5.63E-08	1.01E-06	312	69	1983	3432	13	130	172	2005	3254	1949	875	316	2311	15	sp	P55115	NAS15_CAEEL	29.56	477	276	9	268	1575	114	571	1.19E-53	199	Phel_contig_1562
g2509.t1	4593.514565	-0.997824802	0.290244213	-3.437880095	0.000586287	0.0030095	6025	8063	4497	3096	2941	3640	4035	3886	3605	2458	4393	5059	4460	4854	sp	O46373	ADT1_RABIT	76.589	299	67	2	7	897	1	298	1.26E-160	452	Phel_contig_892
g260.t1	21.77339272	1.186564934	0.471407197	2.517070042	0.01183353	0.036820823	27	18	35	44	12	7	2	37	18	62	31	13	31	3	sp	Q9VBW3	CAD96_DROME	40.283	283	148	3	2707	3492	463	745	1.47E-61	229	Phel_contig_6884
g2602.t1	122.0177044	1.558075145	0.282223866	5.520706549	3.38E-08	6.45E-07	76	58	180	238	58	76	10	291	193	277	176	45	211	58	sp	Q96EV8	DTBP1_HUMAN	33.579	271	163	4	1	795	1	260	8.47E-41	150	Phel_contig_16885
g2650.t1	826.1339909	-1.415030733	0.215516501	-6.565765168	5.18E-11	1.97E-09	781	1149	513	566	787	931	973	678	482	476	490	1331	723	864	sp	Q9W4P5	VA0D1_DROME	81.341	343	64	0	19	1047	8	350	0	598	Phel_contig_2747
g2689.t1	867.2988627	-2.081208076	0.404077457	-5.150517652	2.60E-07	3.88E-06	469	1245	266	376	788	621	1684	703	340	300	286	1405	709	1173	sp	Q1LUT1	EDC4_DANRE	42.5	560	271	15	187	1815	76	601	2.06E-129	437	Phel_contig_6059
g2689.t1	867.2988627	-2.081208076	0.404077457	-5.150517652	2.60E-07	3.88E-06	469	1245	266	376	788	621	1684	703	340	300	286	1405	709	1173	sp	Q1LUT1	EDC4_DANRE	38.514	444	264	3	2839	4167	946	1381	1.17E-76	283	Phel_contig_6059
g274.t3	75.11140366	3.775081629	0.980137211	3.851584846	0.000117356	0.000788186	16	0	78	216	0	11	21	188	172	227	162	0	156	0	sp	P91119	PDE5_CAEEL	46.242	785	325	15	340	2643	6	710	0	674	Phel_contig_19282
g2751.t1	142.1541316	1.434796156	0.377989499	3.795862474	0.000147131	0.000956772	29	54	222	211	72	96	24	172	166	132	527	79	391	112	sp	Q501L1	P20D2_XENTR	45.885	401	213	3	1	1194	19	418	8.46E-99	304	Phel_contig_6820
g2780.t1	543.7370963	-2.784770747	0.485683007	-5.733720771	9.83E-09	2.13E-07	232	132	180	116	856	1289	461	155	120	229	171	698	214	1889	sp	Q6GM82	ALAT2_XENLA	65.481	478	164	1	163	1593	62	539	0	674	Phel_contig_4099
g2788.t1	157.8227782	-1.586791029	0.498822487	-3.181073568	0.001467304	0.006536925	490	248	104	33	78	201	136	49	78	158	108	184	147	44	sp	Q9WTR6	XCT_MOUSE	52.778	144	68	0	1	432	357	500	2.29E-42	149	Phel_contig_7815
g2789.t1	325.417162	-1.57429955	0.445021725	-3.537579089	0.000403813	0.002213835	940	447	243	111	210	496	292	102	164	338	161	351	277	109	sp	Q9WTR6	XCT_MOUSE	51.903	289	137	2	85	951	40	326	2.74E-86	271	Phel_contig_7815
g2805.t1	85.32325819	1.72781729	0.435521932	3.967233711	7.27E-05	0.000531221	5	22	65	139	56	64	19	261	204	154	124	24	201	48	sp	Q9GKX2	DHRS4_RABIT	60	260	102	1	1	774	1	260	1.08E-102	302	Phel_contig_17408
g2811.t1	3128.98103	-1.27835854	0.280994861	-4.549401853	5.38E-06	5.55E-05	4594	5228	3116	1735	3116	2284	2978	2168	1656	1639	2194	5170	3427	2259	sp	P05689	CATZ_BOVIN	61.957	276	99	4	91	912	33	304	9.45E-125	362	Phel_contig_3298
g2812.t1	5736.639721	-1.538674934	0.340159158	-4.523397062	6.09E-06	6.14E-05	10008	8766	4184	3140	3445	4256	7895	3456	3494	2975	4184	6461	3605	5611	sp	P08761	MSRA_DROME	42.593	108	61	1	4	324	125	232	7.70E-22	89.4	Phel_contig_717
g2827.t1	72.3533462	0.961644532	0.245905045	3.9106336	9.21E-05	0.000643155	33	24	71	142	44	74	21	121	121	79	137	69	174	38	sp	Q68CZ1	FTM_HUMAN	50.907	937	432	12	7	2787	5	923	0	850	Phel_contig_10959
g2841.t1	982.1179235	-3.89277554	0.421406838	-9.237570897	2.52E-20	4.69E-18	417	598	180	114	1510	1313	1693	192	196	90	125	3517	166	1591	sp	Q16822	PCKGM_HUMAN	64.067	359	94	2	1	975	283	640	1.19E-162	471	Phel_contig_465
g2843.t1	309.0896698	-2.473719791	0.301323561	-8.209513327	2.22E-16	2.27E-14	479	367	131	81	318	445	526	99	130	135	88	430	142	313	sp	O13016	PTN1_CHICK	56.028	282	122	1	10	855	3	282	2.31E-110	333	Phel_contig_16207
g2846.t1	558.6996164	-2.383518246	0.451737066	-5.276339765	1.32E-07	2.15E-06	586	786	219	107	350	659	1100	163	153	475	153	551	249	847	sp	Q8R0A7	K0513_MOUSE	48.438	128	56	1	961	1314	276	403	4.17E-33	132	Phel_contig_2323
g2846.t1	558.6996164	-2.383518246	0.451737066	-5.276339765	1.32E-07	2.15E-06	586	786	219	107	350	659	1100	163	153	475	153	551	249	847	sp	Q8R0A7	K0513_MOUSE	52.83	106	48	1	634	945	85	190	3.13E-28	119	Phel_contig_2323
g2850.t1	1163.198804	-2.955667815	0.398004323	-7.426220379	1.12E-13	7.13E-12	1208	1567	541	193	949	1170	2298	380	296	351	202	2055	263	1758	sp	Q9QYJ0	DNJA2_MOUSE	61.687	415	155	1	25	1269	2	412	4.01E-152	440	Phel_contig_315
g2883.t1	2013.858317	-0.818970958	0.230164775	-3.558194151	0.000373413	0.002074957	2000	1711	2222	1773	2288	1791	1989	2366	1391	1566	1455	2681	1702	2226	sp	Q2LAM0	FA2H_RAT	45.902	366	186	8	13	1095	12	370	2.90E-104	314	Phel_contig_1420
g2941.t4	4.254374245	5.269767166	2.007740672	2.624725016	0.008671897	0.028743913	0	0	0	8	0	0	0	0	6	49	4	0	0	0	sp	Q32KH5	GALNS_CANLF	65.287	314	107	2	28	966	210	522	2.38E-154	446	Phel_contig_5925
g2947.t1	20.83381718	1.305797446	0.489687691	2.66659234	0.007662455	0.025948408	6	12	58	16	9	22	8	71	29	23	34	5	17	8	sp	O76536	HYAL_STRPU	39.649	285	162	8	100	945	350	627	1.33E-37	148	Phel_contig_4480
g2947.t1	20.83381718	1.305797446	0.489687691	2.66659234	0.007662455	0.025948408	6	12	58	16	9	22	8	71	29	23	34	5	17	8	sp	O76536	HYAL_STRPU	38.832	291	163	13	100	954	770	1051	5.28E-37	146	Phel_contig_4480
g2947.t1	20.83381718	1.305797446	0.489687691	2.66659234	0.007662455	0.025948408	6	12	58	16	9	22	8	71	29	23	34	5	17	8	sp	O76536	HYAL_STRPU	38.356	292	168	10	100	963	265	548	1.64E-34	139	Phel_contig_4480
g2947.t1	20.83381718	1.305797446	0.489687691	2.66659234	0.007662455	0.025948408	6	12	58	16	9	22	8	71	29	23	34	5	17	8	sp	O76536	HYAL_STRPU	38.816	304	159	12	100	978	181	468	4.17E-32	132	Phel_contig_4480
g2947.t1	20.83381718	1.305797446	0.489687691	2.66659234	0.007662455	0.025948408	6	12	58	16	9	22	8	71	29	23	34	5	17	8	sp	O76536	HYAL_STRPU	37.063	286	167	11	100	945	603	879	4.37E-32	132	Phel_contig_4480
g2947.t1	20.83381718	1.305797446	0.489687691	2.66659234	0.007662455	0.025948408	6	12	58	16	9	22	8	71	29	23	34	5	17	8	sp	O76536	HYAL_STRPU	37.662	308	165	12	94	984	95	386	2.65E-31	129	Phel_contig_4480
g2947.t1	20.83381718	1.305797446	0.489687691	2.66659234	0.007662455	0.025948408	6	12	58	16	9	22	8	71	29	23	34	5	17	8	sp	O76536	HYAL_STRPU	39.033	269	148	12	112	903	943	1200	3.61E-31	129	Phel_contig_4480
g2947.t1	20.83381718	1.305797446	0.489687691	2.66659234	0.007662455	0.025948408	6	12	58	16	9	22	8	71	29	23	34	5	17	8	sp	O76536	HYAL_STRPU	35.417	288	170	12	100	945	854	1131	2.65E-26	112	Phel_contig_4480
g2947.t1	20.83381718	1.305797446	0.489687691	2.66659234	0.007662455	0.025948408	6	12	58	16	9	22	8	71	29	23	34	5	17	8	sp	O76536	HYAL_STRPU	41.667	36	19	2	3	107	781	815	2.65E-26	28.1	Phel_contig_4480
g2947.t1	20.83381718	1.305797446	0.489687691	2.66659234	0.007662455	0.025948408	6	12	58	16	9	22	8	71	29	23	34	5	17	8	sp	O76536	HYAL_STRPU	37.367	281	165	9	130	963	23	295	6.59E-25	110	Phel_contig_4480
g2957.t1	33.26605628	1.945233516	0.607525649	3.201895292	0.001365266	0.006134408	16	10	50	105	0	29	0	90	49	41	56	10	73	20	sp	O76536	HYAL_STRPU	36.842	1140	638	47	709	3906	69	1200	2.48E-165	533	Phel_contig_4480
